,Classifier Name,Hyperparameters,Precision,Recall,F-score
10,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.5833333333333334,0.3888888888888889,0.4666666666666666
11,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.7,0.3888888888888889,0.5
12,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.6,0.3333333333333333,0.42857142857142855
13,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(10,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(10,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (10,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.5833333333333334,0.3888888888888889,0.4666666666666666
14,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.5625,0.5,0.5294117647058824
15,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.5,0.5,0.5
16,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.4,0.4,0.4000000000000001
17,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.375,0.3,0.33333333333333326
18,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (100,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.36363636363636365,0.4,0.380952380952381
19,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.45454545454545453,0.5,0.47619047619047616
20,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.5714285714285714,0.3076923076923077,0.4
21,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.5,0.23076923076923078,0.3157894736842105
22,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.5555555555555556,0.38461538461538464,0.4545454545454546
23,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (50,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.38461538461538464,0.38461538461538464,0.38461538461538464
24,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.45454545454545453,0.38461538461538464,0.41666666666666663
25,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.6875,0.5238095238095238,0.5945945945945946
26,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.6666666666666666,0.2857142857142857,0.4
27,SVM,"{'C': 1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.7142857142857143,0.23809523809523808,0.35714285714285715
28,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(10,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(10,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (10,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.8,0.38095238095238093,0.5161290322580645
29,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.7142857142857143,0.47619047619047616,0.5714285714285714
30,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 1, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.0,0.0,0.0
31,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",1.0,0.23076923076923078,0.375
32,SVM,"{'C': 1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",1.0,0.3076923076923077,0.47058823529411764
33,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (50,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.8333333333333334,0.38461538461538464,0.5263157894736842
34,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.8333333333333334,0.38461538461538464,0.5263157894736842
35,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.7,0.4375,0.5384615384615384
36,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.8666666666666667,0.8125,0.8387096774193549
37,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.9230769230769231,0.75,0.8275862068965517
38,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (50,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.6470588235294118,0.6875,0.6666666666666667
39,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.7333333333333333,0.6875,0.7096774193548386
40,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 2, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.5,0.25,0.3333333333333333
41,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.5,0.25,0.3333333333333333
42,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.75,0.25,0.375
43,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (50,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.36363636363636365,0.3333333333333333,0.34782608695652173
44,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.5,0.25,0.3333333333333333
45,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 1, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.3333333333333333,0.21428571428571427,0.2608695652173913
46,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.25,0.14285714285714285,0.18181818181818182
47,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.2,0.07142857142857142,0.10526315789473682
48,MLP,"{'memory': None, 'steps': [('standardscaler', StandardScaler()), ('mlpclassifier', MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000))], 'verbose': False, 'standardscaler': StandardScaler(), 'mlpclassifier': MLPClassifier(hidden_layer_sizes=(50,), max_iter=2000), 'standardscaler__copy': True, 'standardscaler__with_mean': True, 'standardscaler__with_std': True, 'mlpclassifier__activation': 'relu', 'mlpclassifier__alpha': 0.0001, 'mlpclassifier__batch_size': 'auto', 'mlpclassifier__beta_1': 0.9, 'mlpclassifier__beta_2': 0.999, 'mlpclassifier__early_stopping': False, 'mlpclassifier__epsilon': 1e-08, 'mlpclassifier__hidden_layer_sizes': (50,), 'mlpclassifier__learning_rate': 'constant', 'mlpclassifier__learning_rate_init': 0.001, 'mlpclassifier__max_fun': 15000, 'mlpclassifier__max_iter': 2000, 'mlpclassifier__momentum': 0.9, 'mlpclassifier__n_iter_no_change': 10, 'mlpclassifier__nesterovs_momentum': True, 'mlpclassifier__power_t': 0.5, 'mlpclassifier__random_state': None, 'mlpclassifier__shuffle': True, 'mlpclassifier__solver': 'adam', 'mlpclassifier__tol': 0.0001, 'mlpclassifier__validation_fraction': 0.1, 'mlpclassifier__verbose': False, 'mlpclassifier__warm_start': False}",0.3076923076923077,0.2857142857142857,0.29629629629629634
49,Random Forest,"{'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 50, 'n_jobs': None, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",0.14285714285714285,0.07142857142857142,0.09523809523809523
50,Decision Tree,"{'ccp_alpha': 0.0, 'class_weight': None, 'criterion': 'gini', 'max_depth': 3, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'random_state': None, 'splitter': 'best'}",0.6,0.3157894736842105,0.41379310344827586
51,Naive Bayes,"{'priors': None, 'var_smoothing': 1e-09}",0.6666666666666666,0.21052631578947367,0.32
52,SVM,"{'C': 0.1, 'break_ties': False, 'cache_size': 200, 'class_weight': None, 'coef0': 0.0, 'decision_function_shape': 'ovr', 'degree': 3, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1, 'probability': False, 'random_state': None, 'shrinking': True, 'tol': 0.001, 'verbose': False}",0.7142857142857143,0.2631578947368421,0.3846153846153846
